product_id;ean;qty;date;price;tax;category;name;short_description;description
141;63170;2;2011-12-27 15:36:07;242.000000;;B KIDS;"Игрушка Мобильный телефон (от 3 мес.)""";"Имитация ""взрослого"" мобильного телефона. Издает звуки при нажатии на кнопку.";"<p>Имитация ""взрослого"" мобильного телефона. Издает звуки при нажатии на кнопку.<br />Материал - пластик.</p>"
142;68008;0;2011-12-27 15:36:07;175.000000;;B KIDS;"Игрушка для ванной Осьминог (от 1 мес.)""";"Малышу не будет скучно! В туловище Осьминога можно набирать воду, тогда он будет забавно брызгаться; может держаться на воде.";"<p>Малышу не будет скучно! В туловище Осьминога можно набирать воду, тогда он будет забавно брызгаться; может держаться на воде. У Осьминога двигаются лапки.<br />Материал - пластик.</p>"
143;73560;745;2011-12-27 15:36:07;0.000000;;B KIDS;"Неваляшка Клоун (от 9 мес.)""";Забавная неваляшка развеселит и заинтересует любого малыша. Добрый клоун станет лучшим другом ребенка.;<p>Забавная неваляшка развеселит и заинтересует любого малыша. Добрый клоун станет лучшим другом ребенка.<br />Использовать под наблюдением взрослых. Материал - пластик.</p>
144;73561;3;2011-12-27 15:36:07;202.000000;;B KIDS;"Развивающая игрушка Крабик (от 3 мес.)""";В крутящихся ушах  Крабика забавные бегающие шарики, лапки можно крутить и поворачивать.;<p>В крутящихся ушах  Крабика забавные бегающие шарики, лапки можно крутить и поворачивать.<br />Материал - пластик.</p>
145;73565;872;2011-12-27 15:36:07;161.000000;;B KIDS;Развивающая игрушка Морской конек (от 3 м.);По форме игрушка очень удобна для держания детскими ручками. Рифленая поверхность способствует развитию тактильных ощущений. На теле конька есть кнопочки, при нажатии на которые, малыш услышит звук. Материал-пластик.;<p>По форме игрушка очень удобна для держания детскими ручками. Рифленая поверхность способствует развитию тактильных ощущений. На теле конька есть кнопочки, при нажатии на которые, малыш услышит звук. Материал-пластик.</p>
146;73566;802;2011-12-27 15:36:07;215.000000;;B KIDS;"Развивающая игрушка Рыбка (от 3 мес.)""";Хвост у Рыбки можно крутить, разноцветные бусинки в рыбке пересыпаются, забавно гремя.;<p>Хвост у Рыбки можно крутить, разноцветные бусинки в рыбке пересыпаются, забавно гремя. Материал - пластик.</p>
147;73587;0;2011-12-27 15:36:07;229.000000;;B KIDS;"Развивающая игрушка Кувыркающийся мячик (от 6 мес.)""";Развеселит малыша благодаря маленьким шарикам, которые гремят внутри прозрачных трубок. Вращающиеся части игрушки и ее выпуклые элементы помогают развитию тактильных ощущений ребенка и мелкой моторики. К мячику  прикреплены еще четыре крутящихся  мяча. Игрушку  можно катать. Материал пластик.;<p>Развеселит малыша благодаря маленьким шарикам, которые гремят внутри прозрачных трубок. Вращающиеся части игрушки и ее выпуклые элементы помогают развитию тактильных ощущений ребенка и мелкой моторики. К мячику  прикреплены еще четыре крутящихся  мяча. Игрушку  можно катать. Материал пластик.</p>
148;73591;2;2011-12-27 15:36:07;215.000000;;B KIDS;"Развивающая игрушка Щенок (от 6 мес.)""";Щенок станет любимцем малыша. Игрушка растягивается, изгибается, колечки можно перебирать, перекатывать, развивая мелкую моторику.;<p>Щенок станет любимцем малыша. Игрушка растягивается, изгибается, колечки можно перебирать, перекатывать, развивая мелкую моторику. Разнообразные яркие цвета развивают сенсорику. Материал - пластик.</p>
149;73598;453;2011-12-27 15:36:07;161.000000;;B KIDS;Развивающий хихикающий ролик (от 6 мес.);"""Бегающие"" по спирали шарики.Наверху - яркий катающийся шарик, внизу - гаечка, при кручении издающая треск, при перевертывании - смешные звуки.";"<p>""Бегающие"" по спирали шарики.Наверху - яркий катающийся шарик, внизу - гаечка, при кручении издающая треск, при перевертывании - смешные звуки.<br />Материал - пластик.</p>"
150;73635;5;2011-12-27 15:36:07;188.000000;;B KIDS;"Твистер (от 6 мес.)""";Очень удобная игрушка для развития мелкой моторики.Поворачивется изгибаетс и крутится в любом направлении. При этом забавно гремит.;<p>Очень удобная игрушка для развития мелкой моторики.Поворачивется изгибаетс и крутится в любом направлении. При этом забавно гремит. Материал - пластик.</p>
151;73640;1;2011-12-27 15:36:07;202.000000;;B KIDS;"Развивающая игрушка Черепаха (от 3 мес.)""";Разноцветную Черепаху можно использовать как прорезыватель и просто игрушку. На спине нажимается кнопа.;<p>Разноцветную Черепаху можно использовать как прорезыватель и просто игрушку. На спине нажимается кнопа.<br /> Материал - пластик.</p>
152;73645;122;2011-12-27 15:36:07;0.000000;;B KIDS;"Пирамидка  Клоун (от 6 мес.)""";Забавная пирамидка состоит из разноцветных элементов - формочек и замысловатых развивающих геометрических фигур. Различные материалы способствует развитию сенсорики.;<p>Забавная пирамидка состоит из разноцветных элементов - формочек и замысловатых развивающих геометрических фигур. Различные материалы способствует развитию сенсорики.<br /> Материал – пластик, текстиль. Мыть влажной губкой, в том числе перед первым использованием.</p>
153;73646;1;2011-12-27 15:36:07;202.000000;;B KIDS;Развивающая игрушка Изгибающийся клоун (от 3 мес.);Смешной клоун с крутящейся головой и меняющейся мимикой. Руки у клоуна также поворачиваются.;<p>Смешной клоун с крутящейся головой и меняющейся мимикой. Руки у клоуна также поворачиваются.<br />Материал - пластик.</p>
154;73654;0;2011-12-27 15:36:07;701.000000;;B KIDS;Магический шар (от 6 мес.);Игрушка имеет необычную форму- гибкие цветные дуги опоясывают наполовину прозрачный, рельефный шар. Он содержит множество секретов. При включении, перекатываясь,  издает музыку и начинает мигать разноцветными огоньками. Материал-пластик.;"<p>Игрушка имеет необычную форму- гибкие цветные дуги опоясывают <span style=""line-height: 1.3em;"">наполовину прозрачный, рельефный шар. Он содержит множество секретов. При включении, перекатываясь,  издает музыку и начинает мигать разноцветными огоньками. Материал-пластик.</span></p>"
155;73655;219;2011-12-27 15:36:07;0.000000;;B KIDS;"Пирамидка-игрушка Цветок (от 6 мес.)""";Забавная пирамидка - игрушка состоит из разноцветных элементов – формочек. Лепестки выполнены из материала различной текстуры.;<p>Забавная пирамидка - игрушка состоит из разноцветных элементов – формочек. Лепестки выполнены из материала различной текстуры. Разнообразие материалов способствует развитию сенсорики. Материал – пластик, текстиль. Мыть влажной губкой, в том числе перед первым использованием.</p>
156;73656;266;2011-12-27 15:36:07;0.000000;;B KIDS;Пирамидка Медвежонок (от 3 мес);Забавная пирамидка - игрушка состоит из разноцветных элементов. Лапки выполнены из материала различной текстуры и одновременно служат прорезывателями и пищалкой.;<p>Забавная пирамидка - игрушка состоит из разноцветных элементов. Лапки выполнены из материала различной текстуры и одновременно служат прорезывателями и пищалкой. Разнообразие материалов способствует развитию сенсорики. <br />Материал – пластик, текстиль. Мыть влажной губкой, в том числе перед первым использованием.</p>
157;73658;1;2011-12-27 15:36:07;256.000000;;B KIDS;Складывающийся прорезыватель Пирамида (от 6 мес.);Игрушка состоит из различного вида пластика и имеет различную рифленую поверхность, что способствует развитию тактильных ощущений.;<p>Игрушка состоит из различного вида пластика и имеет различную рифленую поверхность, что способствует развитию тактильных ощущений. Пирамиду можно складывать, развивая моторику. Материал - пластик. Мыть влажной губкой, в том числе перед первым использованием.</p>
158;73663;734;2011-12-27 15:36:07;174.000000;;B KIDS;Связующая цепочка-прорезыватель (от 3 мес);Прорезыватель  состоит из различного вида пластика. Снимает дискомфорт при прорезывании зубов.;<p>Прорезыватель  состоит из различного вида пластика. Снимает дискомфорт при прорезывании зубов.Материал - пластик. Мыть влажной губкой, в том числе перед первым использованием.</p>
159;73664;354;2011-12-27 15:36:07;0.000000;;B KIDS;"Музыкальная Корова-пианино (от 3 мес.)""";Забавная музыкальная игрушка в виде коровы с фортепианной клавиатурой.;<p>Забавная музыкальная игрушка в виде коровы с фортепианной клавиатурой. <br />Материал - пластик.</p>
160;03403;1;2011-12-27 15:36:07;768.000000;;B KIDS;"Активный развивающий центр Деловой малыш (от 12 м.)""";Краткое описание;<p>Полное описание</p>
161;73667;644;2011-12-27 15:36:07;202.000000;;B KIDS;"Музыкальная Утка-труба (от 3 мес.)""";Крылышко уточки — это кнопка, нажав на которую малыш услышит забавную мелодию. Игрушка способствует развитию музыкальных способностей малыша, а также мелкой моторики и слуха. Материал-пластик.;<p>Крылышко уточки — это кнопка, нажав на которую малыш услышит забавную мелодию. Игрушка способствует развитию музыкальных способностей малыша, а также мелкой моторики и слуха. Материал-пластик.</p>
162;73668;798;2011-12-27 15:36:07;0.000000;;B KIDS;"Музыкальный Лев-бубен (от 3 мес.)""";Забавный лев в виде бубна развеселит любого малыша: при нажатии на нос раздается мелодия, а грива послужит прорезывателем.;<p>Забавный лев в виде бубна развеселит любого малыша: при нажатии на нос раздается мелодия, а грива послужит прорезывателем. Материал - пластик. Мыть влажной губкой.</p>
163;73669;1;2011-12-27 15:36:07;310.000000;;B KIDS;Развивающая игрушка Орбита (от 3 мес.);Вращающаяся орбита с яркими прорезывателями из рифленого пластика способствует развитию моторики, тактильных ощущений,  сенсорики, цветового восприятия.;<p>Вращающаяся орбита с яркими прорезывателями из рифленого пластика способствует развитию моторики, тактильных ощущений,  сенсорики, цветового восприятия.  Материал - пластик.</p>
164;73671;449;2011-12-27 15:36:07;769.000000;;B KIDS;Сортирующий гиппопотам (от 12 мес.);Юла-сортер в виде забавного гиппопотама. Разноцветные геометрические фигурким вставляются в соответствующие окошки.При нажатии на кнопку на спине гиппопотама, туловище вращается и разноцветные геометрические фигурки вываливаются из открывающейся пасти.;<p>Юла-сортер в виде забавного гиппопотама. Разноцветные геометрические фигурким вставляются в соответствующие окошки.При нажатии на кнопку на спине гиппопотама, туловище вращается и разноцветные геометрические фигурки вываливаются из открывающейся пасти. Способствует развитию мелкой моторики, сенсорики и цветового восприятия.Материал - пластик.</p>
165;03400;545;2011-12-27 15:36:07;796.000000;;B KIDS;Ативный центр  Куб (от 12 мес.);Центр состоит из различных игровых элементов для развития моторики и логики - бегающие бусинки, пересыпающиеся шарики, двигающиеся педальки и шестерёнки, вращающееся зеркальце. Игрушку можно перевернуть, при этом все элементы приводятся в движение, либо активировать их пальчиком. Материал - пластик.;"<p>Центр состоит из различных игровых элементов для развития моторики и логики - бегающие бусинки, пересыпающиеся шарики, двигающиеся педальки и шестерёнки, вращающееся зеркальце. <span style=""line-height: 1.3em;"">Игрушку можно перевернуть, при этом все элементы приводятся в движение, либо активировать их пальчиком. Материал - пластик.</span></p>"
166;73681;-1;2011-12-27 15:36:07;256.000000;;B KIDS;Активная игрушка Извилистые формы (от 3 м.);Игрушка-держалка, состоит из множества прорезывателей. Использовать под наблюдением взрослых;<p>Игрушка-держалка, состоит из множества прорезывателей. Использовать под наблюдением взрослых. Материал – пластик.</p>
167;73683;317;2011-12-27 15:36:07;215.000000;;B KIDS;"Развивающая игрушка Изгибающаяся гусеница от 12 мес""";Веселая гусеничка с крутящейся головой и  вращающимся туловищем состоит из нескольких прорезывателей.;<p>Веселая гусеничка с крутящейся головой и  вращающимся туловищем состоит из нескольких прорезывателей. Материал - пластик. Мыть влажной губкой.</p>
168;73690;929;2011-12-27 15:36:07;2159.000000;;B KIDS;Мобиль музыкальный светящийся с пультом ДУ+0;Создан специально для развития у детей визуальных и звуковых ощущений. Крепится к детской кроватке. Забавные животные не дадут малышу скучать. Краткое описание;<p>Создан специально для развития у детей визуальных и звуковых ощущений. Крепится к детской кроватке. Забавные животные не дадут малышу скучать. <br />Материал – полиэстер, пластик. Мыть влажной губкой. Батарейки в комплект не входят.</p>
169;73691;-11;2011-12-27 15:36:07;283.000000;;B KIDS;"Музыкальная игрушка Ключи (от 1 мес.)""";Разноцветные прорезыватели, выполненные в форме ключей, помогут при появлении первых зубов у малыша. Домик при нажатии издает мелодии.;<p>Разноцветные прорезыватели, выполненные в форме ключей, помогут при появлении первых зубов у малыша. Домик при нажатии издает мелодии. Использовать под наблюдением взрослых. Мыть влажной губкой.</p>
170;73699;0;2011-12-27 15:36:07;309.000000;;B KIDS;"Развивающая игрушка Светящийся треугольник (от 6 мес.)""";Краткое описание;<p>Полное описание</p>
171;73704;812;2011-12-27 15:36:07;148.000000;;B KIDS;"Игрушка мягкая на ручку Лягушонок +0""";Игрушка способствует развитию первичных навыков (внимательности, наблюдательности, мелкой моторики), повышению коэффициента эмоциональности (вызывает улыбку) и познания в целом. Надевается на запястье и, благодаря, смешному выражению лица и разноцветным деталям - займет внимание малыша на долго.  Материал - мягкий текстиль.;"<p>Игрушка способствует развитию первичных навыков (внимательности, наблюдательности, мелкой моторики), повышению коэффициента <span style=""line-height: 1.3em;"">эмоциональности (вызывает улыбку) и познания в целом. Надевается на запястье и, благодаря, смешному выражению лица и разноцветным деталям - займет внимание малыша на долго.  Материал - мягкий текстиль.</span></p>"
172;73705;1;2011-12-27 15:36:07;148.000000;;B KIDS;"Игрушка мягкая на ручку Крабик +0""";Игрушка способствует развитию первичных навыков (внимательности, наблюдательности, мелкой моторики), повышению коэффициента эмоциональности (вызывает улыбку) и познания в целом. Надевается на запястье и, благодаря, смешному выражению лица и разноцветным деталям - займет внимание малыша на долго.  Материал - мягкий текстиль.;"<p>Игрушка способствует развитию первичных навыков (внимательности, наблюдательности, мелкой моторики), повышению коэффициента <span style=""line-height: 1.3em;"">эмоциональности (вызывает улыбку) и познания в целом. Надевается на запястье и, благодаря, смешному выражению лица и разноцветным деталям - займет внимание малыша на долго.  Материал - мягкий текстиль.</span></p>"
173;78527;236;2011-12-27 15:36:07;580.000000;;B KIDS;"Игрушка для ванной Уточка (от 12 мес.)""";Забавная уточка для игр с водой. Если в отверстие в голове уточки залить воду, она будет струиться через клюв. У уточки двигаются крылья и голова.;<p>Забавная уточка для игр с водой. Если в отверстие в голове уточки залить воду, она будет струиться через клюв. У уточки двигаются крылья и голова. В комплекте - ситечко-душ и формочки. Использовать под наблюдением взрослых.Материал - пластик.</p>
174;78532;593;2011-12-27 15:36:07;283.000000;;B KIDS;Набор для ванной с сумкой Игрушки-брызгалки;Брызгалки в в иде весёлых обитателей моря помогут устроить для малыша веселое купание.;<p>Брызгалки в в иде весёлых обитателей моря помогут устроить для малыша веселое купание. Материал ПВХ</p>
175;78544;821;2011-12-27 15:36:07;418.000000;;B KIDS;"Игрушка для ванной Сортирующий кит (12м)""";При нажатии кнопки на хвосте, погружённой в воду игрушка выпускает фонтанчик, а геометрические фигуры с забавными мордочками можно сортировать по форме и цвету. Фигурки содержат отверстия, через которые будет просачиваться вода, если налить ее внутрь. Материал - пластик.;"<p>При нажатии кнопки на хвосте, погружённой в воду игрушка выпускает фонтанчик, а геометрические фигуры с забавными мордочками можно сортировать по форме и цвету. Фигурки содержат отверстия, через которые будет просачиваться вода, если налить ее внутрь.<span style=""line-height: 1.3em;"">Материал - пластик.</span></p>"
176;78579;587;2011-12-27 15:36:07;310.000000;;B KIDS;"Набор для ванной Кораблик с фигурками +6""";Набор состоит из кораблика, груженного двумя фигурками. Кораблик и фигурки отлично плавают. Материал-пластик.;<p>Набор состоит из кораблика, груженного двумя фигурками. Кораблик и фигурки отлично плавают. Материал-пластик.</p>
177;78596;10;2011-12-27 15:36:07;0.000000;;B KIDS;"Набор для ванной Капитошки (от 6 мес)""";Краткое описание;<p>Полное описание</p>
178;78671;93;2011-12-27 15:36:07;175.000000;;B KIDS;Игрушка для  ванной с термознаком Утка;Веселая игрушка для ванны с термознаком, покажет когда вода слишком горячая для малыша.;<p>Веселая игрушка для ванны с термознаком, покажет когда вода слишком горячая для малыша.<br /> Материал - пластик. Мыть влажной губкой.</p>
179;78672;7;2011-12-27 15:36:07;175.000000;;B KIDS;Игрушка для  ванной с термознаком Черепаха;Игрушка выполнена в виде черепахи, везущей на своем панцире маленького сына-черепашонка. Термознак игрушки покажет, когда вода слишком горячая для малыша. Материал-пластик.;<p>Игрушка выполнена в виде черепахи, везущей на своем панцире маленького сына-черепашонка. Термознак игрушки покажет, когда вода слишком горячая для малыша. Материал-пластик.</p>
180;00183;2;2012-01-08 01:34:08;0.000000;;B KIDS;Подвеска - колокольчик Пчелка;Возраст ребенка от 1 мес;<p>Полное описание</p>
181;00239;7;2012-01-08 12:47:24;0.000000;;B KIDS;"Игрушка для ваннoй Семейка пингвинов  Возраст ребенка от 12 мес.""";Краткое описание;<p>Полное описание</p>
183;00781;7;2012-01-08 13:37:31;0.000000;;B KIDS;"Игрушка в ванну Аквапарк  Возраст ребенка от 12 мес.""";Краткое описание;<p>Полное описание</p>
184;01286;7;2012-01-08 13:52:52;1012.000000;;B KIDS;"Каталка музыкальная Паучок  Возраст ребенка от 12 мес""";При толкании паучок перебирает лапками и издает звуки. Разнообразная гамма цветов и двигающиеся элементы благоприятны для визуального восприятия малыша и развития воображения. Материал-пластик.;<p>При толкании паучок перебирает лапками и издает звуки. Разнообразная гамма цветов и двигающиеся элементы благоприятны для визуального восприятия малыша и развития воображения. Материал-пластик.</p>  <p> </p>
185;03088;7;2012-01-08 14:33:45;0.000000;;B KIDS;"Развивающая игрушка Весёлый бегемот  Возраст ребенка от 6 мес.""";Краткое описание;<p>Полное описание</p>
186;03301;3;2012-01-08 14:45:51;499.000000;;B KIDS;Активная Пирамида с шарами  Возраст ребенка от 12 мес;Яркая, забавная пирамидка может собираться. Состоит из четырёх формочек с очаровательными мордочками.  Формочки можно размещать в разной последовательности, а затем пропускать через получившуюся пирамидку разноцветные шарики. При попадании внутрь шарика, приводятся в движение элементы на формочках, звучит музыкальное сопровождение. Материал - пластик.;"<p>Яркая, забавная пирамидка может собираться. Состоит из четырёх формочек с очаровательными мордочками.  Формочки можно размещать в разной последовательности, а затем пропускать <span style=""line-height: 1.3em;"">через получившуюся пирамидку разноцветные шарики. При попадании внутрь шарика, приводятся в движение элементы на формочках, звучит музыкальное сопровождение. Материал - пластик.</span></p>"
187;03343;6;2012-01-08 14:51:48;485.000000;;B KIDS;Игрушка-копилка Пингвинчик от 18 мес;Очаровательный пингвинчик-копилка станет лучшим другом малыша. Ведь так интересно помещать в копилку разного цвета и формы монетки (в комплекте). При нажатии на лапки, все собранные монетки выпадают из живота пингвинчика. Игрушка отличается красочным исполнением. Материал - пластик.;<p>Очаровательный пингвинчик-копилка станет лучшим другом малыша. Ведь так интересно помещать в копилку разного цвета и формы монетки (в комплекте). При нажатии на лапки, все собранные монетки выпадают из живота пингвинчика. Игрушка отличается красочным исполнением. Материал - пластик.</p>
188;03398;7;2012-01-08 14:54:46;2092.000000;;B KIDS;Синтезатор 10 в 1 Возраст ребенка 12-36 мес;На игровой панели синтезатора находится целый оркестр - 8 музыкальных инструментов, пластинка, кнопка-ударник, две кнопки-кастаньетки, саксофон, бас-гитара с двумя вариантами звучания, труба, тарелки, пианино. Игрушка работает в двух режимах, звуковом и музыкальном. Материал - пластик.;"<p>На игровой панели синтезатора находится целый оркестр - 8 музыкальных инструментов, пластинка, кнопка-ударник, две кнопки-кастаньетки, саксофон, бас-гитара с двумя вариантами звучания, <span style=""line-height: 1.3em;"">труба, тарелки, пианино. Игрушка работает в двух режимах, звуковом и музыкальном. Материал - пластик.</span></p>"
189;33598;7;2012-01-08 15:35:26;337.000000;;B KIDS;"Активная игрушка Барабан с шарами  Возраст ребенка от 18 мес""";Игровой набор выполнен из качественного пластика ярких цветов. В комплект входит барабан, четыре разноцветных шарика и молоточек. Забавная игра развеселит малыша и научит различать цвета. Материал-пластик.;<p>Игровой набор выполнен из качественного пластика ярких цветов. В комплект входит барабан, четыре разноцветных шарика и молоточек. Забавная игра развеселит малыша и научит различать цвета. Материал-пластик.</p>
190;33700;7;2012-01-08 15:38:36;1349.000000;;B KIDS;Активный центр куб (от 18 мес);"Малыш надолго будет занят делом: центр состоит из множества элементов для развития моторики и логики - ""бегающие"" бусинки, сортирующие формочки. При прокручивании шариков играет различная мелодия. Материал-пластик.";"<p>Малыш надолго будет занят делом: центр состоит из множества элементов для развития моторики и логики - ""бегающие"" бусинки, сортирующие формочки. При прокручивании шариков играет различная мелодия. Материал-пластик.</p>"
191;73594;99;2012-09-22 17:35:05;782.000000;;B KIDS;"Активная музыкальная дуга на коляску Радуга (от 6 мес)""";Во время прогулки в коляске ребёнок совмещает  развлечение и развитие моторики, внимания, разглядывая вращающиеся фигурки в разных плоскостях животных на дуге.  Материал-пластик.;"<p>Во время прогулки в коляске ребёнок совмещает <span style=""line-height: 1.3em;"">развлечение и развитие моторики, внимания, разглядывая вращающиеся фигурки в разных плоскостях животных на дуге. </span><span style=""line-height: 1.3em;"">Материал-пластик.</span></p>"
193;63092;7;2012-01-08 16:28:12;296.000000;;B KIDS;"Игрушка музыкальная Телевизор  Возраст ребенка от 18 мес""";Яркий телевизор с переключателем, с помощью которого ребенок самостоятельно сможет поменять изображение картинки в телевизоре. Малыш познакомится с красочными изображениями животных в сопровождении красивой мелодии. Материал-пластик.;<p>Яркий телевизор с переключателем, с помощью которого ребенок самостоятельно сможет поменять изображение картинки в телевизоре. Малыш познакомится с красочными изображениями животных в сопровождении красивой мелодии. Материал-пластик.</p>
194;63111;7;2012-01-08 16:29:24;0.000000;;B KIDS;"Неваляшка Медвежонок  Возраст ребенка от 9 мес.""";Краткое описание;<p>Полное описание</p>
195;63167;7;2012-01-08 16:39:43;0.000000;;B KIDS;"Игрушка звуковая Авто сигнализация  Возраст ребенка от 3 мес.""";Краткое описание;<p>Полное описание</p>
196;70058;7;2012-01-08 16:43:10;0.000000;;B KIDS;"Набор для ванной Животные-брызгалки  Возраст ребенка от 6 мес.""";Краткое описание;<p>Полное описание</p>
197;73589;7;2012-01-08 16:58:28;0.000000;;B KIDS;"Игрушка-каталка Крокодил  Возраст ребенка от 18 мес.""";Краткое описание;<p>Полное описание</p>
198;73599;7;2012-01-08 17:04:19;0.000000;;B KIDS;"Развивающая активная игрушка Осминог  Возраст ребенка от 12 мес.""";Краткое описание;<p>Полное описание</p>
199;73662;6;2012-01-08 17:23:02;323.000000;;B KIDS;Музыкальные прорезыватели-рамки для фото (от 1 мес.);Забавные музыкальные прорезыватели для зубов в виде различных животных одновременно являются рамками для любимых фотографий.;<p>Забавные музыкальные прорезыватели для зубов в виде различных животных одновременно являются рамками для любимых фотографий. Материал - пластик.</p>
200;73680;6;2012-01-08 17:38:54;202.000000;;B KIDS;"Развивающая игрушка Изгибающийся медвежонок  Возраст ребенка от 3 мес""";Забавный гнущийся медвежонок станет добрым другом малышу.Подвижный медвежонок с крутящейся головой. Выражение мордочки меняется: он то дразнится, то улыбается. Материал-пластик;<p>Забавный гнущийся медвежонок станет добрым другом малышу.Подвижный медвежонок с крутящейся головой. Выражение мордочки меняется: он то дразнится, то улыбается. Материал-пластик </p>
201;73692;5;2012-01-08 17:59:40;944.000000;;B KIDS;"Игрушка музыкальная Сортирующая черепаха  Возраст ребенка от 12 мес""";Игрушка - каталка сортирующая. При попадании фигурки в соответствующее ей окошко играет различная музыка и черепашка крутится.;<p>Игрушка - каталка сортирующая. При попадании фигурки в соответствующее ей окошко играет различная музыка и черепашка крутится. Материал - пластик. Мыть влажной губкой.</p>
202;78530;7;2012-01-08 18:22:42;256.000000;;B KIDS;"Игрушка для ванной Душ  Возраст ребенка от 12 мес.""";Интересная разноцветная игрушка для игр с водой. Малыш заливает сверху воду или зачерпывает и может проследить за течением воды. Вода проходит несколько препятствий в виде спирали, крутящегося винта. Игрушка развлекает и развивает малыша. Материал - пластик.;"<p>Интересная разноцветная игрушка для игр с водой. Малыш заливает сверху воду или зачерпывает и может проследить за течением воды. Вода проходит несколько препятствий в виде спирали, крутящегося винта. Игрушка развлекает и развивает малыша. <span style=""line-height: 1.3em;"">Материал - пластик.</span></p>"
203;78617;7;2012-01-08 18:35:12;849.000000;;B KIDS;"Мобиль для ванной Морские обитатели  (от 12 мес.)""";Краткое описание;<p>Полное описание</p>
204;00614QB3;277;2012-01-08 20:10:48;0.000000;;BibaToys;"Активная игрушка Щенок (от 6 мес)""";Краткое описание;<p>Полное описание</p>
205;01752;0;2012-09-21 21:00:18;809.000000;;B KIDS;"Музыкальная светящаяся Труба с шариками (от 9 мес)""";Малыш кидает шарик в отверстие, шарик может выкатиться в любую сторону, это непредсказуемо. Музыкальное, звуковое и световое сопровождение. В комплект входят шары. Материал-пластик.;"<p>Малыш кидает шарик в отверстие, шарик может выкатиться в любую сторону, это непредсказуемо. Музыкальное, звуковое и световое сопровождение. В комплект входят шары. <span style=""line-height: 1.3em;"">Материал-пластик.</span></p>  <p> </p>"
206;03211;100;2012-09-21 21:04:23;350.000000;;B KIDS;"Набор игрушек для ванны Лягушка (от 12 мес.)""";Лягушка-сортер с лягушонком внутри не только приведет в восторг малыша во время купания, но и поможет ребенку в развитии логики, моторики и воображения. Материал-пластик.;<p>Лягушка-сортер с лягушонком внутри не только приведет в восторг малыша во время купания, но и поможет ребенку в развитии логики, моторики и воображения. Материал-пластик.</p>
207;03272;100;2012-09-21 21:19:58;715.000000;;B KIDS;"Машинка музыкальная Гоночная (от 12 мес)""";Веселая музыкальная машинка для детей от года, заводится и катится при нажатии. Игрушка способствует развитию причинно-следственного мышления, тактильных ощущений и координации движений. Материал-пластик.;<p>Веселая музыкальная машинка для детей от года, заводится и катится при нажатии. Игрушка способствует развитию причинно-следственного мышления, тактильных ощущений и координации движений. Материал-пластик.</p>
